,nose,leftShoulder,rightShoulder,leftHip,rightHip,leftKnee,rightKnee,leftAnkle,rightAnkle
0,0.25521288024067096,0.17937713285992296,0.3591270181153486,0.19630567910751484,0.33028029033767053,0.17365669926103353,0.2519164680157211,0.25515361477461074,0.24077025308123493
1,0.3037966893823147,0.3230779293000511,0.3180903399187579,0.32035145498018736,0.3438010667281102,0.3376817781479038,0.29326381158962733,0.300201640958864,0.30079731516878566
2,0.28346025184177503,0.3258244451872131,0.32420242538643573,0.3843084829179681,0.3534637028527355,0.28697542432956535,0.27810679078902834,0.3135043041122707,0.3139545301178976
3,0.24967188815880342,0.35013407531757934,0.3439288812545841,0.3205147095871952,0.26670076164906703,0.3498915087462929,0.35806350430967515,0.30035509354919815,0.3633957980313789
4,0.2392982469142631,0.3415540081731984,0.24604055798241614,0.3320435743057117,0.26867560433861903,0.33871858412280237,0.19172559083997764,0.33946079406789886,0.1964742705819618
5,0.2482077040646284,0.2928149424232511,0.2147817689594479,0.279833452731278,0.224217446750662,0.3088091838440801,0.18350371195564835,0.3336052920471382,0.3434084490619228
6,0.26337272073670376,0.3031493598785909,0.240931491772116,0.28564931215612044,0.25052058078597106,0.2940225108421999,0.23706005729546054,0.3224932028949641,0.2292803921658866
7,0.30498851353019885,0.26489733007484095,0.30241955489162825,0.2621308679285169,0.28730761953486394,0.2537577097252618,0.2901807590380357,0.24677478482691978,0.25464148790651736
8,0.1935928162736158,0.3232303728506691,0.2237531899428694,0.31040803791200905,0.2082571280713426,0.3149299934099812,0.35448362629641617,0.368290739570263,0.37824234729114187
9,0.2288168926742598,0.19759278560744037,0.24683838985588752,0.20408737697850324,0.23713297510138925,0.3807441169016357,0.3881286777715535,0.32582985979842344,0.40715747950959147
10,0.2821632534361883,0.24914125705697346,0.31675725853778625,0.26176952356235894,0.305362269551804,0.25227732846970674,0.31164053334894254,0.24239823461947338,0.24968654297602752
11,0.2308427538506411,0.20248160156717437,0.2609958787660663,0.2080972518386732,0.2511363562606233,0.40231931954893274,0.4055899609343538,0.1733322111438276,0.4216332528567566
12,0.22233288555473713,0.19564112136629463,0.2569529092626405,0.19903666847594711,0.23788743924802888,0.37731190421508615,0.38551614299100007,0.4077787011833994,0.27750685444373396
13,0.21564400190536795,0.18617061818590097,0.24534282152293455,0.1936536477433369,0.23439584356491583,0.366890007063959,0.3487802480071642,0.3960046744532767,0.3967248127786304
